id,rmp_id,university_id,university_name,name,url,reviews,would_take_again,level_of_difficulty,average_rating,average_sentiment,tags
1147,1239277,56,Texas Tech University,"Sanchez, Alfonso",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1239277&showMyProfs=true,5,100,1.6,4.6,0.71444,"Tough grader,Group projects,Gives good feedback,Lots of homework,Hilarious,Gives good feedback,Lots of homework,Tough grader,GRADED BY FEW THINGS,GROUP PROJECTS"
1249,940649,64,University of Nevada--Las Vegas,"Erdem, Mehmet",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=940649&showMyProfs=true,63,100,3.3,4.6,0.51729263,"Gives good feedback,Clear grading criteria,Caring,Inspirational,Respected,Respected,Inspirational,Caring,Clear grading criteria,Get ready to read,Clear grading criteria,Gives good feedback,Clear grading criteria,Caring,Gives good feedback,Caring,Would take again,Gives good feedback,Gives good feedback,Clear grading criteria,Caring,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria"
1322,1900282,64,University of Nevada--Las Vegas,"Boscarolo, Laura",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1900282&showMyProfs=true,8,100,1.7,4.6,0.64561001,"Respected,Clear grading criteria,Would take again,Gives good feedback,EXTRA CREDIT,GROUP PROJECTS,Gives good feedback,Respected,Inspirational,Gives good feedback,Respected,EXTRA CREDIT"
1415,2310452,65,University of North Carolina--Greensboro,"Reynolds, Tiffany",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2310452&showMyProfs=true,5,100,2.4,4.6,0.60552034,
1685,531468,87,San Francisco State University,"Amaya, Carol",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=531468&showMyProfs=true,42,100,1.6,4.6,0.5246933,"Would take again,Hilarious,Respected,Amazing lectures,Caring,Hilarious,Amazing lectures,Caring,Inspirational,Amazing lectures,Caring,Respected,Inspirational,Caring"
1763,1237149,94,CUNY--New York City College of Technology,"Dinan, Terry",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1237149&showMyProfs=true,12,100,2.1,4.6,0.61455937,"Respected,Skip class? You won't pass.,Gives good feedback,Inspirational,Participation matters,Respected,Skip class? You won't pass.,Inspirational,Respected,Participation matters,Hilarious,Respected,Skip class? You won't pass.,Tests are tough,Gives good feedback,Respected,Inspirational"
1773,2149675,94,CUNY--New York City College of Technology,"Riley, Jessie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2149675&showMyProfs=true,10,100,1.6,4.6,0.63082874,
1862,1917880,107,Florida Gulf Coast University,"Jiang, Lan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1917880&showMyProfs=true,19,100,2.7,4.6,0.42273434,"Caring,Respected,Would take again,Gives good feedback,Accessible outside class,Gives good feedback,Accessible outside class,Caring,Respected,Clear grading criteria,Caring,Respected,Accessible outside class,Caring,Gives good feedback,Respected,Accessible outside class,Respected,ACCESSIBLE OUTSIDE CLASS,Caring,Respected,Caring,Would take again,Skip class? You won't pass.,Clear grading criteria,Caring,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria,Caring"
1969,134823,119,Northeastern State University,"Thompson, Kin",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=134823&showMyProfs=true,17,100,2.4,4.6,0.42124184,"Gives good feedback,Participation matters,Group projects,Get ready to read,Would take again,Gives good feedback,Accessible outside class,Group projects,Gives good feedback,Caring,GROUP PROJECTS,Gives good feedback,Participation matters,ACCESSIBLE OUTSIDE CLASS"
1972,610544,121,St. Thomas University,"Klein, Paul-Michael",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=610544&showMyProfs=true,16,100,3.6,4.6,0.34828137,"Hilarious,Tough grader,Would take again,Respected,Lecture heavy,Respected,Hilarious,LECTURE HEAVY"
1993,1240358,122,Johnson &amp; Wales University,"Desessa, Christopher",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1240358&showMyProfs=true,26,100,1.9,4.6,0.40400856,"Caring,Respected,Inspirational,Gives good feedback,Hilarious,Respected,Graded by few things,Clear grading criteria,Participation matters,Inspirational,Caring,Respected,Inspirational,Caring,Gives good feedback,Respected,Caring,Gives good feedback,Accessible outside class,Inspirational,Respected,GRADED BY FEW THINGS,Caring,Respected,Hilarious,Caring,Inspirational,Hilarious,Caring,Respected,Inspirational,Hilarious,Respected,Caring,Gives good feedback,Respected,Caring"
2048,772504,125,Purdue University--Fort Wayne,"Lolkus, Linda",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=772504&showMyProfs=true,14,100,2.3,4.6,0.5360177,"Gives good feedback,Participation matters,Clear grading criteria,Hilarious,Respected,Clear grading criteria,Gives good feedback,Respected,Gives good feedback,Participation matters,Hilarious,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,TEST HEAVY"
2190,1634359,146,Stephen F. Austin State University,"Barrios, Todd",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1634359&showMyProfs=true,5,100,2.8,4.6,0.54780577,"Group projects,Would take again,Caring,Respected,Group projects"
12,379649,7,Cornell University,"Walsh, Kate",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=379649&showMyProfs=true,7,,2.9,4.6,0.44599079,
195,1183759,17,George Washington University,"Boo, Soyoung",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1183759&showMyProfs=true,9,,3.3,4.6,0.76103847,
340,475951,27,Rochester Institute of Technology,"Sackler, Warren",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=475951&showMyProfs=true,7,,4.9,4.6,0.50986156,
447,1690866,31,DePaul University,"Thomas, Lisa",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1690866&showMyProfs=true,12,,1.5,4.6,0.74858394,
448,1585006,31,DePaul University,"Maier, Thomas",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1585006&showMyProfs=true,6,,2.2,4.6,0.53178323,
580,166050,41,University of Central Florida,"Shoemaker, Kris",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=166050&showMyProfs=true,52,,1.9,4.6,0.55430258,"EXTRA CREDIT,Would take again"
856,1275860,47,University of Houston,"Jordan, Ronald",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1275860&showMyProfs=true,9,,1.9,4.6,0.44157586,
1042,1130113,50,Indiana University-Purdue University--Indianapolis,"Heo, Jinmoo",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1130113&showMyProfs=true,8,,3.4,4.6,0.52529915,
1099,693267,53,East Carolina University,"Rivera, David",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=693267&showMyProfs=true,33,,1.9,4.6,0.63363165,"Skip class? You won't pass.,Participation matters,EXTRA CREDIT,Amazing lectures,Would take again"
1129,1832646,54,Kent State University,"Heiman, Rob",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1832646&showMyProfs=true,5,,1.2,4.6,0.7756603,"Clear grading criteria,So many papers,Caring,Graded by few things,SO MANY PAPERS,Clear grading criteria,GRADED BY FEW THINGS"
1194,1381412,60,University of North Texas,"Maunder, Marvel",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1381412&showMyProfs=true,5,,1,4.6,0.30342744,
1233,1070445,63,University of Memphis,"Brey, Eric",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1070445&showMyProfs=true,8,,2,4.6,0.62747865,
1245,195259,64,University of Nevada--Las Vegas,"Hardigree, Christian",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=195259&showMyProfs=true,92,,4.3,4.6,0.41069362,
1315,819093,64,University of Nevada--Las Vegas,"Gradillas, Dennis",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=819093&showMyProfs=true,9,,2.2,4.6,0.38798414,"EXTRA CREDIT,Tough grader,Get ready to read,Would take again,Respected"
1434,335568,67,Indiana University of Pennsylvania,"Miller, Jeff",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=335568&showMyProfs=true,22,,1.7,4.6,0.52857881,
1443,894311,68,North Dakota State University,"Jha, Dipra",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=894311&showMyProfs=true,159,,1.8,4.6,0.58035163,
1499,1766680,72,James Madison University,"Williams, James",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1766680&showMyProfs=true,8,,1.4,4.6,0.79027619,
1620,723528,82,SUNY Morrisville,"Beadle, Kerry",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=723528&showMyProfs=true,9,,2.6,4.6,0.35785186,"Tough grader,Skip class? You won't pass.,Lots of homework"
1843,973047,102,Madonna University,"Carter, Matt",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=973047&showMyProfs=true,7,,1.3,4.6,0.56006269,"Would take again,Caring,Respected,Tests? Not many,Inspirational"
1944,394278,112,Northern Michigan University,"Lee, Yvonne",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=394278&showMyProfs=true,10,,2.9,4.6,0.53053981,"Inspirational,Caring,Respected"
1994,1186080,122,Johnson &amp; Wales University,"Gilbert, Michel",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1186080&showMyProfs=true,22,,1.5,4.6,0.60500317,"Hilarious,Respected,Group projects,Would take again,Graded by few things,Respected,Hilarious,GRADED BY FEW THINGS"
2188,808431,146,Stephen F. Austin State University,"Runnells, Chay",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=808431&showMyProfs=true,17,,1.6,4.6,0.60293443,"Group projects,Clear grading criteria,Would take again,Respected"
2194,597869,148,Tiffin University,"Miller, Teresa",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=597869&showMyProfs=true,7,,2,4.6,0.54392464,"Clear grading criteria,Gives good feedback,Caring"
72,2043061,9,Boston University,"Mody, Makarand",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2043061&showMyProfs=true,6,50,2.5,4.5,0.50259492,"Participation matters,Respected,Get ready to read,Tests? Not many,Group projects,Tests? Not many,Amazing lectures,GROUP PROJECTS"
1534,696075,76,California State Polytechnic University--Pomona,"Jones, Margie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=696075&showMyProfs=true,9,50,2.8,4.5,0.3437623,"EXTRA CREDIT,Amazing lectures,Get ready to read,Participation matters,Gives good feedback,Get ready to read,EXTRA CREDIT,Hilarious,Amazing lectures,EXTRA CREDIT,Gives good feedback,Respected,Amazing lectures,Participation matters,Test heavy,EXTRA CREDIT"
2003,729557,122,Johnson &amp; Wales University,"Davin, Katie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=729557&showMyProfs=true,15,50,2.1,4.5,0.61151082,"Clear grading criteria,Participation matters,Would take again,Gives good feedback,Caring,Get ready to read,Participation matters,Lecture heavy,Respected,Participation matters,Clear grading criteria"
848,1643591,47,University of Houston,"Koh, Yoon",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1643591&showMyProfs=true,17,67,1.8,4.5,0.22247016,"Respected,EXTRA CREDIT,Caring,Clear grading criteria,Inspirational,Skip class? You won't pass.,Clear grading criteria,Caring,Skip class? You won't pass.,LOTS OF HOMEWORK"
1701,345707,87,San Francisco State University,"Neu, Regina",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=345707&showMyProfs=true,6,67,3.2,4.5,0.47315407,"Lots of homework,Gives good feedback,Tough grader,Participation matters,Clear grading criteria,Gives good feedback,Lots of homework,Participation matters,Lots of homework,Clear grading criteria,Tough grader,Gives good feedback,LOTS OF HOMEWORK,ACCESSIBLE OUTSIDE CLASS"
382,589239,30,University of South Carolina,"Morton, Elizabeth",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=589239&showMyProfs=true,31,75,1.5,4.5,0.39251867,"EXTRA CREDIT,Inspirational,Get ready to read,Participation matters,Caring,Inspirational,Caring,EXTRA CREDIT,Get ready to read,EXTRA CREDIT,LECTURE HEAVY"
1519,722014,75,College of Charleston,"Frash, Robert",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=722014&showMyProfs=true,22,75,2.2,4.5,0.53784399,"Hilarious,Caring,Inspirational,Tough grader,Gives good feedback,Hilarious,Lecture heavy,Tough grader,Gives good feedback,Group projects,Tough grader,Gives good feedback,Respected,LECTURE HEAVY,Respected,Skip class? You won't pass.,EXTRA CREDIT,Inspirational,Hilarious,Caring,Caring,Inspirational,Hilarious,Caring,Inspirational,Hilarious,Caring"
1934,476280,111,SUNY--Plattsburgh,"Gultek, Mark",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=476280&showMyProfs=true,38,75,3.3,4.5,0.38043496,"Participation matters,Tough grader,Caring,Gives good feedback,Respected,Lots of homework,Participation matters,Tough grader,Gives good feedback,Group projects,EXTRA CREDIT,Gives good feedback,Clear grading criteria,Caring"
484,1823959,35,University of Nebraska--Lincoln,"Rowen, Shannon",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1823959&showMyProfs=true,10,80,1.7,4.5,0.3903612,"Gives good feedback,Caring,Amazing lectures,Respected,Would take again,Respected,Get ready to read,Amazing lectures,Amazing lectures,Inspirational,Caring,GRADED BY FEW THINGS,Amazing lectures,Caring,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,Would take again"
1420,1125821,66,Florida Atlantic University,"Ricci, Peter",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1125821&showMyProfs=true,34,82,2.2,4.5,0.5136198,"Respected,Caring,Graded by few things,Gives good feedback,Get ready to read,Respected,Graded by few things,Test heavy,Lots of homework,Respected,Graded by few things,Caring,Respected,Get ready to read,Graded by few things,Gives good feedback,Inspirational,Clear grading criteria,Gives good feedback,Graded by few things,Caring,Gives good feedback,Respected,Caring,Get ready to read,Inspirational,Amazing lectures,Gives good feedback,Get ready to read,Test heavy,Respected,Inspirational,Caring,Clear grading criteria,GRADED BY FEW THINGS,Amazing lectures,Respected,GRADED BY FEW THINGS,Caring,Gives good feedback,Clear grading criteria,Caring,Respected,GRADED BY FEW THINGS,Caring,Respected,Inspirational,Hilarious,Respected,Participation matters,ACCESSIBLE OUTSIDE CLASS"
925,2367715,48,Florida International University,"Hampton, Terry",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2367715&showMyProfs=true,12,85,2.7,4.5,0.41754484,"Gives good feedback,Caring,Clear grading criteria,Inspirational,Respected,Gives good feedback,Participation matters,Caring,Gives good feedback,Respected,Group projects,Accessible outside class,Caring,Gives good feedback,Participation matters,Clear grading criteria,Gives good feedback,Accessible outside class,Get ready to read,Lots of homework,Get ready to read,Graded by few things,Gives good feedback,Respected,Clear grading criteria,Gives good feedback,Respected,Caring,Gives good feedback,Accessible outside class,Clear grading criteria,Gives good feedback,Inspirational,Caring,Gives good feedback,Inspirational,Caring,Gives good feedback,Inspirational,Caring"
1658,1645241,86,Grand Valley State University,"Sciarini, Michael",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1645241&showMyProfs=true,13,86,2.3,4.5,0.50389102,"Hilarious,Caring,Respected,Inspirational,Participation matters,Gives good feedback,Respected,Caring,Caring,Hilarious,Respected,Inspirational,Amazing lectures,Hilarious,GRADED BY FEW THINGS,Caring,Respected,Inspirational,Hilarious,Participation matters,LECTURE HEAVY"
1767,1827644,94,CUNY--New York City College of Technology,"Skifteri, Ekland",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1827644&showMyProfs=true,11,86,1.8,4.5,0.58889613,"Respected,Gives good feedback,Inspirational,Hilarious,Amazing lectures,Gives good feedback,Respected,Hilarious,Respected,Hilarious,Amazing lectures,Respected,Inspirational,Hilarious,Clear grading criteria,Inspirational,Gives good feedback,GRADED BY FEW THINGS,Amazing lectures,Caring,Respected,Inspirational,Caring,LOTS OF HOMEWORK"
1077,2179747,51,Georgia State University,"Townsend, Kyle",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2179747&showMyProfs=true,9,89,1.3,4.5,0.53112791,"EXTRA CREDIT,Clear grading criteria,Graded by few things,Respected,Amazing lectures,Graded by few things,Clear grading criteria,EXTRA CREDIT,Respected,Participation matters,EXTRA CREDIT,Graded by few things,Clear grading criteria,Respected,Amazing lectures,EXTRA CREDIT,Clear grading criteria,GRADED BY FEW THINGS,Caring,GRADED BY FEW THINGS,Amazing lectures,ACCESSIBLE OUTSIDE CLASS,EXTRA CREDIT,GROUP PROJECTS,Clear grading criteria,Respected,Hilarious,Caring"
282,2055984,25,Temple University,"Altschuler, Ben",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2055984&showMyProfs=true,35,91,2.3,4.5,0.54947681,"Respected,Accessible outside class,Gives good feedback,Hilarious,Amazing lectures,Gives good feedback,Lots of homework,Accessible outside class,Accessible outside class,Group projects,Clear grading criteria,Accessible outside class,Get ready to read,Hilarious,Respected,Accessible outside class,Amazing lectures,Gives good feedback,Accessible outside class,Amazing lectures,Respected,Hilarious,Caring,Skip class? You won't pass.,Inspirational,Hilarious,Gives good feedback,Amazing lectures,Caring,Gives good feedback,Respected,Inspirational,Respected,Inspirational,Hilarious,Gives good feedback,Respected,ACCESSIBLE OUTSIDE CLASS,Gives good feedback,Inspirational,Amazing lectures,Tough Grader,LOTS OF HOMEWORK,Inspirational,Gives good feedback,Respected,Hilarious,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria,EXTRA CREDIT,Clear grading criteria,Hilarious,Caring,LOTS OF HOMEWORK,ACCESSIBLE OUTSIDE CLASS,Amazing lectures,Respected,Skip class? You won't pass.,LOTS OF HOMEWORK,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria,Hilarious"
1516,291820,75,College of Charleston,"Litvin, Steve",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=291820&showMyProfs=true,48,91,2.4,4.5,0.47541801,"Caring,Respected,Amazing lectures,Lecture heavy,Get ready to read,Skip class? You won't pass.,Lecture heavy,Tough grader,Respected,Lecture heavy,Caring,Get ready to read,Lecture heavy,EXTRA CREDIT,Get ready to read,Hilarious,Amazing lectures,Respected,Inspirational,Caring,Gives good feedback,Clear grading criteria,LECTURE HEAVY,Participation matters,Amazing lectures,Caring,Inspirational,Amazing lectures,Caring,TEST HEAVY,Amazing lectures,Caring,Respected,Participation matters,Amazing lectures,Gives good feedback,Inspirational,Clear grading criteria"
1716,1922703,91,Stockton University,"Cavaliere, Christina",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1922703&showMyProfs=true,15,91,2.9,4.5,0.36544821,"Inspirational,Respected,Amazing lectures,Lots of homework,Get ready to read,Lots of homework,Get ready to read,Hilarious,Respected,Inspirational,Caring,Respected,Inspirational,Amazing lectures,Respected,Inspirational,Amazing lectures,Respected,Inspirational,Amazing lectures,Respected,Inspirational,Amazing lectures,Respected,Inspirational,Amazing lectures,Get ready to read,Skip class? You won't pass.,LOTS OF HOMEWORK,Respected,Inspirational,Amazing lectures,Gives good feedback,Hilarious,Caring,Gives good feedback,Respected,Inspirational"
1034,1988630,50,Indiana University-Purdue University--Indianapolis,"Shonkwiler, Erica",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1988630&showMyProfs=true,23,93,2.8,4.5,0.47772538,"Respected,Gives good feedback,Clear grading criteria,Skip class? You won't pass.,Amazing lectures,Respected,Group projects,Clear grading criteria,Tough Grader,Gives good feedback,Respected,Participation matters,Hilarious,Respected,Clear grading criteria,Hilarious,GRADED BY FEW THINGS,Respected,Clear grading criteria,Caring,Skip class? You won't pass.,GRADED BY FEW THINGS,GROUP PROJECTS,Gives good feedback,Respected,Skip class? You won't pass.,LECTURE HEAVY,Gives good feedback,Get ready to read,Amazing lectures,Gives good feedback,Clear grading criteria,Amazing lectures,Gives good feedback,Respected,ACCESSIBLE OUTSIDE CLASS"
1271,766605,64,University of Nevada--Las Vegas,"Raab, Carola",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=766605&showMyProfs=true,34,94,1.4,4.5,0.48464259,"EXTRA CREDIT,Caring,Group projects,Clear grading criteria,Gives good feedback,Accessible outside class,Clear grading criteria,Caring,Gives good feedback,Caring,EXTRA CREDIT,Hilarious,Caring,Caring,Caring,EXTRA CREDIT,Gives good feedback,Respected,EXTRA CREDIT,Respected,Caring,EXTRA CREDIT,Accessible outside class,Caring,EXTRA CREDIT,Gives good feedback,Clear grading criteria,EXTRA CREDIT,Group projects,Test heavy,Group projects,Caring,BEWARE OF POP QUIZZES,EXTRA CREDIT,EXTRA CREDIT,GROUP PROJECTS"
240,2014958,23,Auburn University,"Rahman, Imran",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2014958&showMyProfs=true,12,100,2.5,4.5,0.44690899,"Clear grading criteria,Group projects,Skip class? You won't pass.,Respected,Lecture heavy,Group projects,Skip class? You won't pass.,Clear grading criteria,Lecture heavy,Clear grading criteria,Amazing lectures,Lecture heavy,Clear grading criteria,TEST HEAVY,GROUP PROJECTS,Skip class? You won't pass.,Clear grading criteria,GROUP PROJECTS,Respected,Clear grading criteria,GROUP PROJECTS,Skip class? You won't pass.,ACCESSIBLE OUTSIDE CLASS,Caring,Clear grading criteria"
361,1271120,29,Iowa State University,"Brown, Eric",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1271120&showMyProfs=true,21,100,1.9,4.5,0.49111171,"Clear grading criteria,Caring,Participation matters,EXTRA CREDIT,Respected,Participation matters,Caring,LECTURE HEAVY,Gives good feedback,Respected,ACCESSIBLE OUTSIDE CLASS,Participation matters,Clear grading criteria,Caring"
364,775243,29,Iowa State University,"Burger, Stewart",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=775243&showMyProfs=true,17,100,3,4.5,0.46974235,"EXTRA CREDIT,Hilarious,Participation matters,Would take again,Skip class? You won't pass.,Respected,Hilarious,Caring,Skip class? You won't pass.,Hilarious,EXTRA CREDIT"
391,1819089,30,University of South Carolina,"Smith, Scott",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1819089&showMyProfs=true,20,100,2,4.5,0.56657109,"Would take again,Skip class? You won't pass.,Amazing lectures,Hilarious,Respected,Clear grading criteria,Hilarious,Amazing lectures,Respected,Hilarious,Amazing lectures,Lecture heavy,Caring,EXTRA CREDIT,Respected,Inspirational,Caring,Respected,Participation matters,Amazing lectures,Skip class? You won't pass.,Hilarious,GRADED BY FEW THINGS,Clear grading criteria,GRADED BY FEW THINGS,LECTURE HEAVY,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,LECTURE HEAVY,Respected,Hilarious,Amazing lectures"
663,2132778,41,University of Central Florida,"Fu, Xiaoxiao",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2132778&showMyProfs=true,10,100,2.1,4.5,0.59098912,
853,1817368,47,University of Houston,"Guchait, Priyanko",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817368&showMyProfs=true,11,100,1.9,4.5,0.29422826,"Caring,Skip class? You won't pass.,Gives good feedback,Respected,Tough grader,Gives good feedback,Respected,Amazing lectures,Respected,Skip class? You won't pass.,Caring,Skip class? You won't pass.,Clear grading criteria"
895,879021,48,Florida International University,"Labelle, Margaret",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=879021&showMyProfs=true,65,100,1.2,4.5,0.46598059,"EXTRA CREDIT,Hilarious,Caring,Skip class? You won't pass.,Group projects,Gives good feedback,Inspirational,Caring,Graded by few things,EXTRA CREDIT,Participation matters,Skip class? You won't pass.,Group projects,Graded by few things,Gives good feedback,Hilarious,Lecture heavy,Respected,Group projects,Clear grading criteria,Respected,Amazing lectures,Caring,Graded by few things,Hilarious,Caring,Respected,Graded by few things,EXTRA CREDIT,Caring,Skip class? You won't pass.,Hilarious,Caring,Skip class? You won't pass.,Inspirational,Amazing lectures,EXTRA CREDIT,GROUP PROJECTS,Skip class? You won't pass.,Hilarious,EXTRA CREDIT,Skip class? You won't pass.,EXTRA CREDIT,GROUP PROJECTS,CARES ABOUT STUDENTS,Skip class? You won't pass.,LECTURE HEAVY"
900,456696,48,Florida International University,"Hebrank, Bill",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=456696&showMyProfs=true,33,100,2.6,4.5,0.60593001,"Amazing lectures,Inspirational,Respected,Tough grader,Participation matters,Inspirational,Amazing lectures,Respected,Inspirational,Amazing lectures,Amazing lectures,Caring,LECTURE HEAVY"
913,1752581,48,Florida International University,"Williams, Judith",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1752581&showMyProfs=true,15,100,2.7,4.5,0.46713386,"Participation matters,Skip class? You won't pass.,Gives good feedback,Hilarious,Tough grader,Tough Grader,Gives good feedback,Participation matters"
1127,2328869,54,Kent State University,"Hamilton, Anthony",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328869&showMyProfs=true,6,100,3,4.5,0.58268369,
1162,411749,58,New Mexico State University,"Mandabach, Dr. Keith",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=411749&showMyProfs=true,12,100,1.5,4.5,0.44072727,"Respected,Gives good feedback,Participation matters,Amazing lectures,Clear grading criteria,Respected,Inspirational,ACCESSIBLE OUTSIDE CLASS"
1174,597590,60,University of North Texas,"Tas, Richard",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=597590&showMyProfs=true,45,100,2.1,4.5,0.60523644,"Respected,Would take again,Inspirational,Get ready to read,Skip class? You won't pass.,Gives good feedback,Get ready to read,Amazing lectures"
1302,2070857,64,University of Nevada--Las Vegas,"Choi, Choongbeom",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2070857&showMyProfs=true,13,100,2.3,4.5,0.51744097,"Hilarious,Skip class? You won't pass.,Would take again,EXTRA CREDIT,Group projects,Skip class? You won't pass.,Graded by few things,Hilarious,Tough Grader,Hilarious,Caring,Gives good feedback,Hilarious,GROUP PROJECTS,Respected,Skip class? You won't pass.,Caring"
1414,2097121,65,University of North Carolina--Greensboro,"Canziani, Bonnie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2097121&showMyProfs=true,5,100,2,4.5,0.27746725,"Group projects,Clear grading criteria,Get ready to read,Amazing lectures,Tests? Not many,ACCESSIBLE OUTSIDE CLASS,Tests? Not many,Caring,Get ready to read,Clear grading criteria,Would take again,GROUP PROJECTS,Amazing lectures,Hilarious,GROUP PROJECTS"
1422,1960154,66,Florida Atlantic University,"Bohan, Gregory",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1960154&showMyProfs=true,13,100,1.7,4.5,0.64525469,"Respected,Gives good feedback,Hilarious,Caring,Accessible outside class,Accessible outside class,Hilarious,Caring,Respected,Accessible outside class,Caring,Participation matters,Skip class? You won't pass.,Amazing lectures,Gives good feedback,Respected,Caring,Gives good feedback,Respected,Clear grading criteria,Hilarious,Caring,ACCESSIBLE OUTSIDE CLASS,Hilarious,GROUP PROJECTS,Gives good feedback,Respected,ACCESSIBLE OUTSIDE CLASS,Gives good feedback,Respected,Clear grading criteria"
1593,355006,80,Endicott College,"Jenner, Peter",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=355006&showMyProfs=true,17,100,2.6,4.5,0.63896127,"So many papers,Tough grader,Lecture heavy,Participation matters,Tests are tough,SO MANY PAPERS,Hilarious,LECTURE HEAVY,Tough Grader,SO MANY PAPERS,LECTURE HEAVY"
1595,578215,80,Endicott College,"Cronin, Brendan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=578215&showMyProfs=true,8,100,2.3,4.5,0.3883921,"Participation matters,Skip class? You won't pass.,Would take again,Gives good feedback,Inspirational,Participation matters,Inspirational,ACCESSIBLE OUTSIDE CLASS"
1728,2067077,92,University of West Florida,"Green, Alison",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2067077&showMyProfs=true,8,100,2,4.5,0.30188118,"Participation matters,Would take again,Hilarious,Skip class? You won't pass.,Inspirational,Skip class? You won't pass.,Caring,GROUP PROJECTS,Respected,Hilarious,Would take again,Participation matters,GRADED BY FEW THINGS,Caring,Participation matters,Hilarious,GRADED BY FEW THINGS"
