id,rmp_id,university_id,university_name,name,url,reviews,would_take_again,level_of_difficulty,average_rating,average_sentiment,tags
1299,592129,64,University of Nevada--Las Vegas,"Stahura, Kurt",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=592129&showMyProfs=true,13,,1.8,4.3,0.44676909,
1305,503308,64,University of Nevada--Las Vegas,"Voyles, Jeff",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=503308&showMyProfs=true,12,,1.8,4.3,0.38409944,
1314,1828580,64,University of Nevada--Las Vegas,"Zhong, Yun Ying Susan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1828580&showMyProfs=true,10,,2.3,4.3,0.51677599,"Group projects,Gives good feedback,Tough grader,Participation matters,Tests are tough"
1335,1785821,64,University of Nevada--Las Vegas,"Green, Alison",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1785821&showMyProfs=true,6,,2,4.3,0.34963868,"Participation matters,Tests? Not many,Caring"
1469,1810471,69,Northern Arizona University,"Hilt, Chris",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1810471&showMyProfs=true,5,,2,4.3,0.61065426,"Caring,Tests? Not many,Would take again,Gives good feedback,Respected"
1498,1637487,72,James Madison University,"Marrin, Neil",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1637487&showMyProfs=true,11,,1.6,4.3,0.50903517,"Inspirational,Respected,Skip class? You won't pass.,Would take again,Hilarious"
1604,1798609,81,Niagara University,"Siegel, Steve",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1798609&showMyProfs=true,7,,3.4,4.3,0.19471061,
1760,324091,94,CUNY--New York City College of Technology,"Pawlukewicz, Justine",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=324091&showMyProfs=true,14,,3.1,4.3,0.09513367,"Get ready to read,Amazing lectures,Tests? Not many,Gives good feedback,Inspirational"
1903,562086,109,University of Wisconsin--Stout,"Davies, Bob",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=562086&showMyProfs=true,15,,3.3,4.3,0.42549698,
1936,295042,111,SUNY--Plattsburgh,"Parmelee, John",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=295042&showMyProfs=true,17,,2.9,4.3,0.37970746,
1937,191903,111,SUNY--Plattsburgh,"Rolfs, Robert",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=191903&showMyProfs=true,16,,2.4,4.3,0.49192973,
1959,2046009,115,Arkansas Tech University,"Bradley, Jenna",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2046009&showMyProfs=true,5,,2,4.3,0.5391123,
2084,152925,135,East Stroudsburg University,"Persia, Margaret",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=152925&showMyProfs=true,16,,1.4,4.3,0.50284898,
2087,103864,136,Ferris State University,"Doyle, Julie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=103864&showMyProfs=true,23,,2,4.3,0.41209483,
2198,1648017,149,University of Louisiana at Lafayette,"Trahan, Johnathon",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1648017&showMyProfs=true,8,,2.1,4.3,0.55634518,"Respected,Participation matters,EXTRA CREDIT,Group projects,Would take again"
581,792375,41,University of Central Florida,"Whitney, Premila Angela",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=792375&showMyProfs=true,52,29,2.2,4.2,0.41771996,"Tough grader,Clear grading criteria,Group projects,Lots of homework,Amazing lectures,Lots of homework,Group projects,Tough grader,Group projects,So many papers,Tough grader,Group projects,Clear grading criteria,Tough grader,Gives good feedback,Clear grading criteria,EXTRA CREDIT,Tough Grader,LOTS OF HOMEWORK,Clear grading criteria,Tough Grader,LOTS OF HOMEWORK"
623,483020,41,University of Central Florida,"Juge, Frank",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=483020&showMyProfs=true,22,40,3,4.2,0.47849878,"Participation matters,EXTRA CREDIT,Test heavy,Gives good feedback,Tough grader,Tough Grader,Participation matters,TEST HEAVY,TEST HEAVY,EXTRA CREDIT,LECTURE HEAVY,Participation matters,Tests? Not many,GRADED BY FEW THINGS"
1544,2058220,76,California State Polytechnic University--Pomona,"Yang, Wan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2058220&showMyProfs=true,5,50,2.4,4.2,0.23929181,"Group projects,Tough grader,Get ready to read,Clear grading criteria,Tests? Not many,Get ready to read,Group projects,Tough grader,Respected,Caring,GROUP PROJECTS,LOTS OF HOMEWORK,Clear grading criteria,GROUP PROJECTS"
952,2324335,48,Florida International University,"Chang, Howook",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2324335&showMyProfs=true,5,60,4,4.2,0.48789106,
46,1658432,8,New York University,"Hanson, Bjorn",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1658432&showMyProfs=true,13,63,2.7,4.2,0.43482972,"Respected,Tough grader,Test heavy,Get ready to read,Clear grading criteria,Respected,Inspirational,Lecture heavy,Respected,Skip class? You won't pass.,GRADED BY FEW THINGS,Respected,Get ready to read,TEST HEAVY,Respected,LOTS OF HOMEWORK,Amazing lectures,Tough Grader,Get ready to read,TEST HEAVY,Tough Grader,LOTS OF HOMEWORK,TEST HEAVY"
1068,990938,51,Georgia State University,"Barber, Diana",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=990938&showMyProfs=true,53,65,2.2,4.2,0.33386589,"Group projects,Clear grading criteria,Get ready to read,Participation matters,Tough grader,Get ready to read,Participation matters,Group projects,Graded by few things,Get ready to read,Participation matters,Clear grading criteria,EXTRA CREDIT,Lots of homework,Get ready to read,Tough grader,Lots of homework,Accessible outside class,Clear grading criteria,Tough grader,Graded by few things,Lecture heavy,Tough grader,Get ready to read,Skip class? You won't pass.,Beware of pop quizzes,Get ready to read,Skip class? You won't pass.,Inspirational,Lots of homework,Participation matters,Group projects,Gives good feedback,Get ready to read,Group projects,Clear grading criteria,EXTRA CREDIT,GROUP PROJECTS,Participation matters,Skip class? You won't pass.,GROUP PROJECTS,Amazing lectures,Caring,GROUP PROJECTS"
355,2127577,28,University of Tennessee,"Williams, James",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2127577&showMyProfs=true,5,67,2.6,4.2,0.5951844,"Inspirational,Hilarious,Caring,Respected,Would take again,Gives good feedback,Respected,Hilarious,Inspirational,Caring,Inspirational,GRADED BY FEW THINGS"
798,2095173,45,University of Hawaii--Manoa,"Jun, Jinhyun",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2095173&showMyProfs=true,5,67,2.8,4.2,0.7830478,
846,927410,47,University of Houston,"Simon, Kevin",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=927410&showMyProfs=true,18,67,3.2,4.2,0.52713104,"Skip class? You won't pass.,Get ready to read,Respected,Hilarious,Beware of pop quizzes,Get ready to read,Hilarious,Beware of pop quizzes,Respected,Skip class? You won't pass.,Lecture heavy,Respected,Participation matters,Lecture heavy,Get ready to read,Skip class? You won't pass.,BEWARE OF POP QUIZZES,Skip class? You won't pass.,Hilarious,Caring,Skip class? You won't pass.,Clear grading criteria,GROUP PROJECTS,Gives good feedback,Respected,Caring"
1447,737854,68,North Dakota State University,"Manikowske, Linda",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=737854&showMyProfs=true,8,67,2.4,4.2,0.40439724,"Gives good feedback,Respected,Clear grading criteria,Tough grader,Caring,Gives good feedback,Respected,Caring,Gives good feedback,Respected,Clear grading criteria,Tough Grader"
5,182113,7,Cornell University,"Robson, Stephani",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=182113&showMyProfs=true,20,75,3.7,4.2,0.34061753,"Tough grader,Skip class? You won't pass.,Amazing lectures,Clear grading criteria,Gives good feedback,Skip class? You won't pass.,Clear grading criteria,Amazing lectures,Skip class? You won't pass.,Amazing lectures,Tough grader,Tough Grader,Gives good feedback,GRADED BY FEW THINGS"
640,1803542,41,University of Central Florida,"Orlowski, Marissa",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1803542&showMyProfs=true,17,75,2.6,4.2,0.39913057,"Group projects,Tough grader,Gives good feedback,Get ready to read,Participation matters,Gives good feedback,Participation matters,GRADED BY FEW THINGS,Participation matters,Amazing lectures,GROUP PROJECTS,Tough Grader,TEST HEAVY,GROUP PROJECTS,Tough Grader,Get ready to read,GROUP PROJECTS,Tough Grader,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,Tough Grader,Gives good feedback,Amazing lectures,GROUP PROJECTS"
896,1856389,48,Florida International University,"Feigenheimer, Joel",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856389&showMyProfs=true,55,75,2.7,4.2,0.41343511,"Amazing lectures,Gives good feedback,Hilarious,Skip class? You won't pass.,Tough grader,Accessible outside class,Hilarious,Amazing lectures,Skip class? You won't pass.,So many papers,Tough grader,Hilarious,Amazing lectures,So many papers,Gives good feedback,Lots of homework,Get ready to read,EXTRA CREDIT,Respected,Lots of homework,EXTRA CREDIT,Participation matters,Clear grading criteria,EXTRA CREDIT,Respected,Hilarious,Amazing lectures,Skip class? You won't pass.,Hilarious,Caring,Gives good feedback,Skip class? You won't pass.,Hilarious,Skip class? You won't pass.,BEWARE OF POP QUIZZES,GRADED BY FEW THINGS,Gives good feedback,Participation matters,Hilarious,Tough Grader,SO MANY PAPERS,Hilarious,Tough Grader,Participation matters,Skip class? You won't pass.,Tests? Not many,GRADED BY FEW THINGS,Tests? Not many,EXTRA CREDIT,Tough Grader,GROUP PROJECTS,BEWARE OF POP QUIZZES,Gives good feedback,Respected,Caring,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria,Gives good feedback,Hilarious,Amazing lectures"
1867,2044323,107,Florida Gulf Coast University,"Werder, Kelly",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2044323&showMyProfs=true,5,75,2.4,4.2,0.59783882,"Participation matters,Hilarious,Respected,Get ready to read,Tests? Not many,Participation matters,Get ready to read,LOTS OF HOMEWORK,Respected,Participation matters,Hilarious,Gives good feedback,Respected,Hilarious"
613,1364517,41,University of Central Florida,"Yost, Elizabeth",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1364517&showMyProfs=true,25,80,2.8,4.2,0.26153981,"Clear grading criteria,Caring,EXTRA CREDIT,Gives good feedback,Respected,Clear grading criteria,Amazing lectures,Caring,Participation matters,Graded by few things,Lecture heavy,Clear grading criteria,Caring,EXTRA CREDIT,Get ready to read,Accessible outside class,Caring,EXTRA CREDIT,Get ready to read,EXTRA CREDIT,TEST HEAVY,Respected,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria,Gives good feedback,Clear grading criteria,EXTRA CREDIT,Gives good feedback,Caring,Skip class? You won't pass.,TEST HEAVY,LECTURE HEAVY,Respected,Caring,Gives good feedback,Participation matters,Skip class? You won't pass."
639,1148094,41,University of Central Florida,"Semrad, Kelly",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1148094&showMyProfs=true,17,80,3,4.2,0.32909519,"Clear grading criteria,Get ready to read,Group projects,Gives good feedback,Caring,Group projects,Caring,Respected,Group projects,Lecture heavy,Caring,Skip class? You won't pass.,Group projects,Clear grading criteria,Get ready to read,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria"
702,2220074,41,University of Central Florida,"Johnson, Ashli",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2220074&showMyProfs=true,5,80,3,4.2,0.40188438,
908,1714668,48,Florida International University,"Gonzalez, Joel",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1714668&showMyProfs=true,22,80,2.3,4.2,0.48787241,"Clear grading criteria,Would take again,Participation matters,Tough grader,Get ready to read,Group projects,Gives good feedback,Participation matters,Clear grading criteria"
1293,2295086,64,University of Nevada--Las Vegas,"Self, Timothy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2295086&showMyProfs=true,15,80,2.8,4.2,0.56498478,"Participation matters,Respected,Lecture heavy,Amazing lectures,Skip class? You won't pass.,Participation matters,Skip class? You won't pass.,Clear grading criteria,Gives good feedback,Respected,Participation matters,Lots of homework,Participation matters,Test heavy,Participation matters,Amazing lectures,Participation matters,Clear grading criteria,Lecture heavy,Respected,Skip class? You won't pass.,Lecture heavy,LECTURE HEAVY,Participation matters,ACCESSIBLE OUTSIDE CLASS,LECTURE HEAVY,Participation matters,Skip class? You won't pass.,ACCESSIBLE OUTSIDE CLASS,Gives good feedback,Participation matters,LECTURE HEAVY,Respected,Amazing lectures,Respected,GRADED BY FEW THINGS,Amazing lectures,Gives good feedback,Respected,Amazing lectures"
1785,2309183,94,CUNY--New York City College of Technology,"Zimmerman, Tracy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2309183&showMyProfs=true,5,80,3.4,4.2,0.28306218,
1976,394516,122,Johnson &amp; Wales University,"Boker, Eldad",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=394516&showMyProfs=true,61,80,2.7,4.2,0.49355338,"Amazing lectures,Gives good feedback,Hilarious,Caring,Participation matters,Gives good feedback,Amazing lectures,Caring,Hilarious,Caring,Tough Grader,BEWARE OF POP QUIZZES,GRADED BY FEW THINGS,Gives good feedback,Respected,Participation matters,Gives good feedback,Inspirational,GROUP PROJECTS"
2041,2335596,123,Central Connecticut State University,"Kreeger, Jeffery",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2335596&showMyProfs=true,5,80,1.6,4.2,0.1847428,"Clear grading criteria,Hilarious,Respected,Accessible outside class,Amazing lectures,Accessible outside class,Clear grading criteria,Amazing lectures,Clear grading criteria,Hilarious,Caring,Respected,ACCESSIBLE OUTSIDE CLASS,Hilarious,Gives good feedback,Respected,GRADED BY FEW THINGS"
414,2196457,30,University of South Carolina,"Knapp, William",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2196457&showMyProfs=true,5,84,1.5,4.2,0.27191393,"Clear grading criteria,Respected,Lecture heavy,Group projects,Gives good feedback,Gives good feedback,Respected,Caring,Clear grading criteria,Respected,Clear grading criteria,Lecture heavy,Respected,Accessible outside class,Clear grading criteria,Respected,GROUP PROJECTS,LECTURE HEAVY,Clear grading criteria,LECTURE HEAVY"
546,479024,39,University of New Hampshire,"Robertson, Rob",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=479024&showMyProfs=true,19,84,1.2,4.2,0.49186095,"Lecture heavy,Participation matters,Would take again,Caring,Get ready to read,Accessible outside class,Participation matters,Lecture heavy,Respected,Inspirational,Caring,Participation matters,Lecture heavy,Caring,Gives good feedback,Caring,Get ready to read,SO MANY PAPERS,LECTURE HEAVY"
1276,450291,64,University of Nevada--Las Vegas,"Waters, Gary",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=450291&showMyProfs=true,27,84,1.8,4.2,0.45946611,"EXTRA CREDIT,Caring,Respected,Skip class? You won't pass.,Lots of homework,LOTS OF HOMEWORK,Clear grading criteria,TEST HEAVY,Skip class? You won't pass.,EXTRA CREDIT,Respected,Clear grading criteria,Caring"
1627,2202470,83,Western Carolina University,"Sebby, Angela",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2202470&showMyProfs=true,6,84,2.3,4.2,0.60208372,"Gives good feedback,Caring,Accessible outside class,Participation matters,EXTRA CREDIT,Group projects,Lecture heavy,EXTRA CREDIT,Gives good feedback,Accessible outside class,Caring,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,Caring,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,Caring,Gives good feedback,Participation matters,LOTS OF HOMEWORK"
1978,7050,122,Johnson &amp; Wales University,"Morris, David",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=7050&showMyProfs=true,52,84,2.4,4.2,0.47371631,"Skip class? You won't pass.,Would take again,Clear grading criteria,Respected,Gives good feedback,Participation matters,Skip class? You won't pass.,Lecture heavy,Respected,Skip class? You won't pass.,Would take again,Skip class? You won't pass.,GRADED BY FEW THINGS,GROUP PROJECTS,Skip class? You won't pass.,Clear grading criteria,EXTRA CREDIT,Gives good feedback,Respected,Skip class? You won't pass."
1655,1126453,86,Grand Valley State University,"Robins, Robert",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1126453&showMyProfs=true,23,85,1.9,4.2,0.67068643,"Respected,Hilarious,Clear grading criteria,Inspirational,Participation matters,Respected,Graded by few things,Clear grading criteria,Participation matters,Inspirational,Hilarious,Respected,Get ready to read,Clear grading criteria,Participation matters,Skip class? You won't pass.,Clear grading criteria,Gives good feedback,Inspirational,Hilarious,Respected,Caring,Respected,Clear grading criteria,Hilarious,Respected,Hilarious,Get ready to read,LECTURE HEAVY"
1514,1994283,74,Appalachian State University,"Kline, Carol",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1994283&showMyProfs=true,17,89,2.8,4.2,0.48977437,"Participation matters,EXTRA CREDIT,Gives good feedback,Get ready to read,Caring,Get ready to read,Test heavy,Beware of pop quizzes,Get ready to read,Participation matters,EXTRA CREDIT,Respected,Caring,GROUP PROJECTS,Respected,Get ready to read,Skip class? You won't pass.,Gives good feedback,Participation matters,EXTRA CREDIT,Participation matters,Clear grading criteria,Caring,Gives good feedback,Hilarious,Caring,Gives good feedback,Participation matters,Caring"
1653,603027,86,Grand Valley State University,"Rood, Scott",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=603027&showMyProfs=true,33,89,2.3,4.2,0.44060535,"Respected,Participation matters,Gives good feedback,Accessible outside class,Caring,Respected,Accessible outside class,Caring,Respected,Participation matters,Caring,Participation matters,Caring,LECTURE HEAVY,Respected,Get ready to read,Skip class? You won't pass.,LOTS OF HOMEWORK,Tests? Not many,Clear grading criteria,Respected,Inspirational,Would take again,Gives good feedback,Respected,ACCESSIBLE OUTSIDE CLASS,Gives good feedback,Respected,ACCESSIBLE OUTSIDE CLASS,Gives good feedback,Participation matters,ACCESSIBLE OUTSIDE CLASS"
2099,1936060,138,Kennesaw State University,"Knapp, Denise",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1936060&showMyProfs=true,19,90,3.3,4.2,0.32056082,"Tough grader,Skip class? You won't pass.,Amazing lectures,Would take again,Caring,Gives good feedback,Lots of homework,Tough grader,ACCESSIBLE OUTSIDE CLASS,TEST HEAVY,Caring,Gives good feedback,Amazing lectures,Caring,Respected,Inspirational,Amazing lectures,Respected,Amazing lectures,Caring,Participation matters,LECTURE HEAVY,Tough Grader,LOTS OF HOMEWORK,TEST HEAVY"
109,1368844,13,Purdue University--West Lafayette,"Day, Johnathon",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1368844&showMyProfs=true,9,100,1.8,4.2,0.29500338,"Participation matters,Tests? Not many,Group projects,Gives good feedback,Participation matters"
171,548270,16,Pennsylvania State University--University Park,"O'Neil, John",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=548270&showMyProfs=true,10,100,3.2,4.2,0.35693425,
575,741790,41,University of Central Florida,"Jung, Hyjung-il",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=741790&showMyProfs=true,67,100,3.5,4.2,0.28960544,"Tough grader,Skip class? You won't pass.,Would take again,Caring,Participation matters,ACCESSIBLE OUTSIDE CLASS,Would take again,Participation matters,Caring,LECTURE HEAVY"
662,2045406,41,University of Central Florida,"Lefrid, Mohammed",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2045406&showMyProfs=true,10,100,2.5,4.2,0.4593529,"Caring,Group projects,Participation matters,EXTRA CREDIT,Tests? Not many,LOTS OF HOMEWORK,Inspirational,Caring,SO MANY PAPERS,Caring,GROUP PROJECTS,Caring,EXTRA CREDIT,GROUP PROJECTS,Clear grading criteria,Caring,GROUP PROJECTS"
1250,206965,64,University of Nevada--Las Vegas,"Woods, Robert (bob)",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=206965&showMyProfs=true,61,100,1.5,4.2,0.39382936,"Participation matters,Caring,Would take again,Inspirational,Skip class? You won't pass.,Caring,Participation matters,Hilarious,Caring,Inspirational,Caring,EXTRA CREDIT,Participation matters,Inspirational,Amazing lectures"
1606,1195462,81,Niagara University,"Huh, Chang",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1195462&showMyProfs=true,6,100,3,4.2,0.62601759,"Hilarious,Participation matters,Amazing lectures,Inspirational,Caring,Participation matters,Hilarious,Caring"
1736,556538,93,Mercyhurst University,"Zohos, Peter",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=556538&showMyProfs=true,8,100,2,4.2,0.47066334,"Hilarious,Hilarious"
1747,792483,94,CUNY--New York City College of Technology,"Reid, James",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=792483&showMyProfs=true,27,100,2.3,4.2,0.37229304,"Caring,Participation matters,Amazing lectures,Gives good feedback,Inspirational,Inspirational,Amazing lectures,Caring,Participation matters,Hilarious"
1985,347441,122,Johnson &amp; Wales University,"Covino, Liz",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=347441&showMyProfs=true,35,100,2,4.2,0.54702796,"EXTRA CREDIT,Group projects,Clear grading criteria,Inspirational,Lots of homework,LOTS OF HOMEWORK,Caring,EXTRA CREDIT,Inspirational,Clear grading criteria,GROUP PROJECTS"
2006,574074,122,Johnson &amp; Wales University,"Sabitoni, Mike",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=574074&showMyProfs=true,12,100,3,4.2,0.46322009,"Accessible outside class,Accessible outside class"
2107,1753100,140,Metropolitan State University of Denver,"Lamb, John",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1753100&showMyProfs=true,12,100,1.9,4.2,0.64176967,"Skip class? You won't pass.,Group projects,Amazing lectures,Clear grading criteria,Gives good feedback,Hilarious,GRADED BY FEW THINGS,Amazing lectures,Amazing lectures,Hilarious,Caring,Gives good feedback,Clear grading criteria"
2189,2073049,146,Stephen F. Austin State University,"Drake, Sarah",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2073049&showMyProfs=true,9,100,2.8,4.2,0.53490958,"Clear grading criteria,Caring,Get ready to read,Gives good feedback,Accessible outside class,Get ready to read,Participation matters,Caring,Gives good feedback,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria,ACCESSIBLE OUTSIDE CLASS,Clear grading criteria,LECTURE HEAVY,Get ready to read,BEWARE OF POP QUIZZES,Caring,Gives good feedback,Clear grading criteria,Caring,Gives good feedback,Caring,EXTRA CREDIT"
2208,597367,151,University of New Orleans,"Bordelon, Bridget",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=597367&showMyProfs=true,44,100,2.3,4.2,0.45401927,"Clear grading criteria,Inspirational,Participation matters,Amazing lectures,Would take again,Participation matters,Inspirational,Caring,Gives good feedback,Participation matters,LOTS OF HOMEWORK,Clear grading criteria,Amazing lectures,Would take again"
47,464234,8,New York University,"Messerli, Hannah",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=464234&showMyProfs=true,9,,3.6,4.2,0.41721304,
130,1251558,14,Florida State University,"Koenigsberg, James",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1251558&showMyProfs=true,10,,1.7,4.2,0.4450649,
155,615413,16,Pennsylvania State University--University Park,"Wildes, Vivienne",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=615413&showMyProfs=true,30,,3.4,4.2,0.23600307,"Lecture heavy,Participation matters,Lots of homework,Lots of homework,Lecture heavy,Participation matters,Lecture heavy"
285,575414,25,Temple University,"tedrick, Ted",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=575414&showMyProfs=true,15,,2.3,4.2,0.31455545,
492,991682,36,George Mason University,"Correll, Kevin",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=991682&showMyProfs=true,26,,2.4,4.2,0.37671462,
608,341804,41,University of Central Florida,"Severt, Kimberly",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=341804&showMyProfs=true,29,,1.8,4.2,0.52181447,
676,1629774,41,University of Central Florida,"Repetti, Toni",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1629774&showMyProfs=true,8,,3.9,4.2,0.17810789,
696,1208158,41,University of Central Florida,"Parsa, Haragopal",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1208158&showMyProfs=true,5,,2,4.2,0.56123598,
840,1508418,47,University of Houston,"Gibson, Sue",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1508418&showMyProfs=true,23,,1.4,4.2,0.33396355,"Clear grading criteria,Inspirational,Caring"
850,1428550,47,University of Houston,"Kapoor, Camille",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1428550&showMyProfs=true,12,,2.3,4.2,0.48836067,"Amazing lectures,Tough grader,Skip class? You won't pass.,Inspirational,Hilarious"
1467,1269838,69,Northern Arizona University,"Lynn, Christine",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1269838&showMyProfs=true,7,,1.9,4.2,0.39253788,
2149,454775,142,Missouri State University,"Hein, Stephanie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=454775&showMyProfs=true,7,,2.9,4.2,0.20813337,
2177,647026,145,Roosevelt University,"Brown, Carol",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=647026&showMyProfs=true,14,,3.1,4.2,0.37061572,"Tough grader,Beware of pop quizzes,Lecture heavy,Beware of pop quizzes,Lecture heavy,Tough grader"
126,1036980,14,Florida State University,"Farr, Donald",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1036980&showMyProfs=true,22,50,2.2,4.1,0.47733835,"Respected,Inspirational,Beware of pop quizzes,Caring,Graded by few things,Respected,Inspirational,Caring,Respected,BEWARE OF POP QUIZZES,GRADED BY FEW THINGS"
1013,715894,49,Oklahoma State University,"Ryan, Bill",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=715894&showMyProfs=true,11,67,4.4,4.1,0.44353697,"Skip class? You won't pass.,Tough grader,Test heavy,Tests are tough,Gives good feedback,Skip class? You won't pass.,ACCESSIBLE OUTSIDE CLASS,Hilarious,Tough Grader,TEST HEAVY,Tests are tough,Respected,Skip class? You won't pass.,TEST HEAVY"
1778,1237142,94,CUNY--New York City College of Technology,"Dunne, James",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1237142&showMyProfs=true,9,67,3.6,4.1,0.70041934,"Tough grader,Get ready to read,Inspirational,Lots of homework,Hilarious,LOTS OF HOMEWORK,Hilarious,TEST HEAVY,Tough Grader,Get ready to read,SO MANY PAPERS"
1142,809512,56,Texas Tech University,"Kloiber, Lydia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=809512&showMyProfs=true,18,72,2.6,4.1,0.44647457,"Get ready to read,Skip class? You won't pass.,Clear grading criteria,Respected,Test heavy,Clear grading criteria,Clear grading criteria,GRADED BY FEW THINGS,Amazing lectures,LOTS OF HOMEWORK,ACCESSIBLE OUTSIDE CLASS,TEST HEAVY,Gives good feedback,Respected,Skip class? You won't pass.,Get ready to read,TEST HEAVY,LECTURE HEAVY"
1735,432671,93,Mercyhurst University,"Georger, Daryl",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=432671&showMyProfs=true,23,75,2,4.1,0.49127914,"Respected,Inspirational,Hilarious,Caring,Tough grader,Beware of pop quizzes,Lecture heavy,Tough grader,Respected,Hilarious,Caring,Gives good feedback,Respected,Graded by few things,Respected,Inspirational,Caring"
